state	year	fips_pct	fips_cnty	precinct_code	county	precinct	cd	g2001_GOV_dv	g2001_GOV_rv	g2001_GOV_tv	g2001_LTG_dv	g2001_LTG_rv	g2001_LTG_tv	g2001_ATG_dv	g2001_ATG_rv	g2001_ATG_tv
"VA"	2001	59408	51059	408	"FAIRFAX COUNTY"	"MOUNT EAGLE"	8	350	188	538	339	185	524	322	212	534
"VA"	2001	59409	51059	409	"FAIRFAX COUNTY"	"PIONEER"	8	971	779	1750	949	766	1715	852	882	1734
"VA"	2001	59410	51059	410	"FAIRFAX COUNTY"	"ROSE HILL"	8	931	714	1645	895	735	1630	787	850	1637
"VA"	2001	59411	51059	411	"FAIRFAX COUNTY"	"VIRGINIA HILLS"	8	339	278	617	323	279	602	281	327	608
"VA"	2001	59413	51059	413	"FAIRFAX COUNTY"	"FAIRFIELD"	8	1189	464	1653	1154	452	1606	1108	521	1629
"VA"	2001	59415	51059	415	"FAIRFAX COUNTY"	"CRESTWOOD"	8	573	581	1154	554	591	1145	489	664	1153
"VA"	2001	59417	51059	417	"FAIRFAX COUNTY"	"GARFIELD"	11	879	715	1594	847	703	1550	756	817	1573
"VA"	2001	59418	51059	418	"FAIRFAX COUNTY"	"LYNBROOK"	11	412	373	785	392	376	768	357	415	772
"VA"	2001	59420	51059	420	"FAIRFAX COUNTY"	"VILLAGES"	8	634	481	1115	616	486	1102	585	535	1120
"VA"	2001	59421	51059	421	"FAIRFAX COUNTY"	"KINGSTOWNE"	8	690	477	1167	658	492	1150	594	564	1158
"VA"	2001	59422	51059	422	"FAIRFAX COUNTY"	"VAN DORN"	8	701	482	1183	678	489	1167	623	559	1182
"VA"	2001	59423	51059	423	"FAIRFAX COUNTY"	"CLERMONT"	8	618	485	1103	602	490	1092	538	561	1099
"VA"	2001	59424	51059	424	"FAIRFAX COUNTY"	"HUNTLEY"	8	727	507	1234	691	524	1215	649	581	1230
"VA"	2001	59425	51059	425	"FAIRFAX COUNTY"	"WILTON"	8	481	313	794	456	324	780	421	371	792
"VA"	2001	59426	51059	426	"FAIRFAX COUNTY"	"GREENSPRING"	8	718	364	1082	687	377	1064	661	419	1080
"VA"	2001	59502	51059	502	"FAIRFAX COUNTY"	"BARCROFT"	11	918	633	1551	882	644	1526	827	724	1551
"VA"	2001	59503	51059	503	"FAIRFAX COUNTY"	"BELVEDERE"	8	539	328	867	521	336	857	476	397	873
"VA"	2001	59505	51059	505	"FAIRFAX COUNTY"	"GLEN FOREST #1"	8	388	185	573	358	194	552	348	221	569
"VA"	2001	59507	51059	507	"FAIRFAX COUNTY"	"LINCOLNIA"	11	731	430	1161	706	436	1142	670	483	1153
"VA"	2001	59508	51059	508	"FAIRFAX COUNTY"	"MASONVILLE"	8	587	479	1066	562	492	1054	510	559	1069
"VA"	2001	59510	51059	510	"FAIRFAX COUNTY"	"PARKLAWN"	8	564	425	989	534	421	955	487	482	969
"VA"	2001	59511	51059	511	"FAIRFAX COUNTY"	"RAVENWOOD"	11	506	311	817	482	327	809	457	358	815
"VA"	2001	59512	51059	512	"FAIRFAX COUNTY"	"SLEEPY HOLLOW"	8	452	306	758	430	311	741	405	348	753
"VA"	2001	59513	51059	513	"FAIRFAX COUNTY"	"SAINT ALBANS"	11	714	503	1217	689	510	1199	611	598	1209
"VA"	2001	59515	51059	515	"FAIRFAX COUNTY"	"WESTLAWN"	8	449	211	660	419	219	638	373	277	650
"VA"	2001	59516	51059	516	"FAIRFAX COUNTY"	"WEYANOKE"	11	493	295	788	469	304	773	448	333	781
"VA"	2001	59517	51059	517	"FAIRFAX COUNTY"	"WILLSTON"	11	393	203	596	370	188	558	362	207	569
"VA"	2001	59518	51059	518	"FAIRFAX COUNTY"	"COLUMBIA"	11	671	497	1168	650	508	1158	598	569	1167
"VA"	2001	59519	51059	519	"FAIRFAX COUNTY"	"HUMMER"	8	439	358	797	438	349	787	401	384	785
"VA"	2001	59520	51059	520	"FAIRFAX COUNTY"	"SKYLINE"	8	834	457	1291	826	436	1262	772	501	1273
"VA"	2001	59521	51059	521	"FAIRFAX COUNTY"	"BROOK HILL"	8	505	491	996	495	490	985	444	547	991
"VA"	2001	59522	51059	522	"FAIRFAX COUNTY"	"CAMELOT"	11	426	390	816	406	402	808	363	445	808
"VA"	2001	59523	51059	523	"FAIRFAX COUNTY"	"POE"	11	601	482	1083	575	492	1067	537	548	1085
"VA"	2001	59524	51059	524	"FAIRFAX COUNTY"	"WHITTIER"	8	415	310	725	412	303	715	368	355	723
"VA"	2001	59525	51059	525	"FAIRFAX COUNTY"	"WALNUT HILL #1"	11	225	175	400	214	175	389	206	191	397
"VA"	2001	59526	51059	526	"FAIRFAX COUNTY"	"BREN MAR"	11	601	392	993	589	388	977	542	440	982
"VA"	2001	59527	51059	527	"FAIRFAX COUNTY"	"EDSALL"	11	352	317	669	345	306	651	305	356	661
"VA"	2001	59528	51059	528	"FAIRFAX COUNTY"	"RIDGELEA"	8	358	307	665	332	320	652	300	360	660
"VA"	2001	59529	51059	529	"FAIRFAX COUNTY"	"GLEN FOREST #2"	8	351	237	588	347	235	582	312	279	591
"VA"	2001	59530	51059	530	"FAIRFAX COUNTY"	"HOLMES #2"	8	302	169	471	284	180	464	270	198	468
"VA"	2001	59531	51059	531	"FAIRFAX COUNTY"	"LEEWOOD"	8	226	173	399	235	164	399	214	188	402
"VA"	2001	59601	51059	601	"FAIRFAX COUNTY"	"BELLE HAVEN"	11	605	546	1151	576	559	1135	525	626	1151
"VA"	2001	59602	51059	602	"FAIRFAX COUNTY"	"BELLEVIEW"	8	594	364	958	579	369	948	543	416	959
"VA"	2001	59604	51059	604	"FAIRFAX COUNTY"	"BUCKNELL"	11	788	426	1214	782	411	1193	750	457	1207
"VA"	2001	59605	51059	605	"FAIRFAX COUNTY"	"FORT HUNT"	11	594	581	1175	573	581	1154	485	686	1171
"VA"	2001	59606	51059	606	"FAIRFAX COUNTY"	"HOLLIN HALL"	8	632	458	1090	612	466	1078	555	527	1082
"VA"	2001	59607	51059	607	"FAIRFAX COUNTY"	"HUNTINGTON"	8	869	510	1379	818	529	1347	763	598	1361
"VA"	2001	59608	51059	608	"FAIRFAX COUNTY"	"KIRKSIDE"	8	741	317	1058	744	317	1061	719	350	1069
"VA"	2001	59609	51059	609	"FAIRFAX COUNTY"	"MARLAN"	11	549	491	1040	543	478	1021	500	535	1035
"VA"	2001	59610	51059	610	"FAIRFAX COUNTY"	"SHERWOOD"	8	727	504	1231	709	488	1197	656	552	1208
"VA"	2001	59611	51059	611	"FAIRFAX COUNTY"	"STRATFORD"	8	1008	915	1923	1001	907	1908	888	1035	1923
"VA"	2001	59612	51059	612	"FAIRFAX COUNTY"	"WAYNEWOOD"	8	445	426	871	435	428	863	366	503	869
"VA"	2001	59613	51059	613	"FAIRFAX COUNTY"	"WESTGATE"	8	741	984	1725	693	1022	1715	583	1147	1730
"VA"	2001	59614	51059	614	"FAIRFAX COUNTY"	"WHITMAN"	8	565	591	1156	541	609	1150	443	713	1156
"VA"	2001	59615	51059	615	"FAIRFAX COUNTY"	"WOODLEY"	11	574	525	1099	555	531	1086	496	602	1098
"VA"	2001	59616	51059	616	"FAIRFAX COUNTY"	"GUNSTON"	11	411	488	899	388	483	871	354	545	899
"VA"	2001	59617	51059	617	"FAIRFAX COUNTY"	"LORTON"	11	769	556	1325	725	572	1297	664	645	1309
"VA"	2001	59618	51059	618	"FAIRFAX COUNTY"	"NEWINGTON"	11	902	851	1753	863	860	1723	785	953	1738
"VA"	2001	59619	51059	619	"FAIRFAX COUNTY"	"BELVOIR"	11	438	362	800	426	371	797	384	417	801
"VA"	2001	59621	51059	621	"FAIRFAX COUNTY"	"GROSVENOR"	11	275	169	444	277	160	437	252	196	448
"VA"	2001	59623	51059	623	"FAIRFAX COUNTY"	"ALBAN"	11	232	239	471	217	245	462	193	276	469
"VA"	2001	59624	51059	624	"FAIRFAX COUNTY"	"HUNT"	8	805	795	1600	749	840	1589	646	951	1597
"VA"	2001	59626	51059	626	"FAIRFAX COUNTY"	"SARATOGA"	11	1051	955	2006	972	1011	1983	862	1137	1999
"VA"	2001	59627	51059	627	"FAIRFAX COUNTY"	"WOODLAWN"	11	840	453	1293	803	463	1266	727	543	1270
"VA"	2001	59701	51059	701	"FAIRFAX COUNTY"	"BLAKE"	11	728	527	1255	697	541	1238	633	622	1255
"VA"	2001	59703	51059	703	"FAIRFAX COUNTY"	"FORT BUFFALO"	11	516	243	759	493	235	728	459	281	740
"VA"	2001	59704	51059	704	"FAIRFAX COUNTY"	"FREEDOM HILL"	11	1139	959	2098	1062	996	2058	948	1137	2085
"VA"	2001	59705	51059	705	"FAIRFAX COUNTY"	"GRAHAM"	8	342	162	504	312	173	485	314	191	505
"VA"	2001	59706	51059	706	"FAIRFAX COUNTY"	"GREENWAY"	11	510	317	827	477	317	794	460	351	811
"VA"	2001	59707	51059	707	"FAIRFAX COUNTY"	"MANTUA"	8	670	519	1189	632	519	1151	540	625	1165
"VA"	2001	59708	51059	708	"FAIRFAX COUNTY"	"MARSHALL"	11	1105	601	1706	1045	625	1670	987	710	1697
"VA"	2001	59709	51059	709	"FAIRFAX COUNTY"	"MOSBY"	8	976	640	1616	948	639	1587	858	741	1599
"VA"	2001	59710	51059	710	"FAIRFAX COUNTY"	"PINE SPRING"	8	581	333	914	555	333	888	539	375	914
"VA"	2001	59711	51059	711	"FAIRFAX COUNTY"	"PRICE"	11	529	424	953	505	442	947	461	489	950
"VA"	2001	59712	51059	712	"FAIRFAX COUNTY"	"SHREVE"	8	444	298	742	428	305	733	404	335	739
"VA"	2001	59713	51059	713	"FAIRFAX COUNTY"	"TIMBER LANE"	11	713	389	1102	699	373	1072	645	445	1090
"VA"	2001	59714	51059	714	"FAIRFAX COUNTY"	"WALKER"	8	647	472	1119	623	485	1108	583	541	1124
"VA"	2001	59717	51059	717	"FAIRFAX COUNTY"	"WOODBURN"	11	489	294	783	482	290	772	444	337	781
"VA"	2001	59718	51059	718	"FAIRFAX COUNTY"	"PINE RIDGE"	8	526	382	908	514	375	889	465	430	895
"VA"	2001	59719	51059	719	"FAIRFAX COUNTY"	"STENWOOD"	8	315	226	541	313	233	546	282	265	547
"VA"	2001	59720	51059	720	"FAIRFAX COUNTY"	"THOREAU"	11	511	366	877	509	363	872	468	406	874
"VA"	2001	59721	51059	721	"FAIRFAX COUNTY"	"MERRIFIELD"	8	502	301	803	469	315	784	451	346	797
"VA"	2001	59726	51059	726	"FAIRFAX COUNTY"	"MAGARITY"	11	637	457	1094	622	446	1068	571	517	1088
"VA"	2001	59727	51059	727	"FAIRFAX COUNTY"	"OAKTON"	11	682	661	1343	646	683	1329	560	783	1343
"VA"	2001	59728	51059	728	"FAIRFAX COUNTY"	"WALNUT HILL #2"	11	253	158	411	224	178	402	218	197	415
"VA"	2001	59729	51059	729	"FAIRFAX COUNTY"	"NOTTOWAY"	11	1034	748	1782	977	780	1757	891	882	1773
"VA"	2001	59730	51059	730	"FAIRFAX COUNTY"	"PENDERBROOK"	8	558	553	1111	509	575	1084	449	657	1106
"VA"	2001	59731	51059	731	"FAIRFAX COUNTY"	"TYSONS"	11	434	403	837	420	398	818	374	457	831
"VA"	2001	59732	51059	732	"FAIRFAX COUNTY"	"OAK MARR"	8	695	687	1382	654	720	1374	572	812	1384
"VA"	2001	59801	51059	801	"FAIRFAX COUNTY"	"BURKE"	11	851	761	1612	827	755	1582	758	838	1596
"VA"	2001	59803	51059	803	"FAIRFAX COUNTY"	"CLIFTON"	11	765	1138	1903	714	1182	1896	621	1293	1914
"VA"	2001	59805	51059	805	"FAIRFAX COUNTY"	"FAIRFAX STATION"	8	755	947	1702	692	990	1682	602	1090	1692
"VA"	2001	59811	51059	811	"FAIRFAX COUNTY"	"POHICK"	11	789	799	1588	750	820	1570	679	913	1592
"VA"	2001	59812	51059	812	"FAIRFAX COUNTY"	"VALLEY"	11	697	630	1327	656	637	1293	578	736	1314
"VA"	2001	59815	51059	815	"FAIRFAX COUNTY"	"WOODYARD"	11	488	608	1096	443	642	1085	391	698	1089
"VA"	2001	59824	51059	824	"FAIRFAX COUNTY"	"ORANGE"	11	888	977	1865	840	997	1837	720	1134	1854
"VA"	2001	59825	51059	825	"FAIRFAX COUNTY"	"CHERRY RUN"	11	676	649	1325	638	670	1308	541	776	1317
"VA"	2001	59827	51059	827	"FAIRFAX COUNTY"	"IRVING"	11	716	708	1424	694	729	1423	615	822	1437
"VA"	2001	59833	51059	833	"FAIRFAX COUNTY"	"WHITE OAKS"	11	686	559	1245	672	550	1222	597	645	1242
"VA"	2001	59838	51059	838	"FAIRFAX COUNTY"	"SANGSTER"	11	491	570	1061	458	595	1053	383	673	1056
"VA"	2001	59839	51059	839	"FAIRFAX COUNTY"	"SILVERBROOK"	11	812	817	1629	703	896	1599	617	990	1607
"VA"	2001	59840	51059	840	"FAIRFAX COUNTY"	"WEST SPRINGFIELD"	11	648	588	1236	612	622	1234	552	683	1235
"VA"	2001	59841	51059	841	"FAIRFAX COUNTY"	"POPES HEAD"	11	623	881	1504	554	933	1487	471	1027	1498
"VA"	2001	59842	51059	842	"FAIRFAX COUNTY"	"PARKWAY"	11	489	503	992	458	517	975	391	597	988
"VA"	2001	59843	51059	843	"FAIRFAX COUNTY"	"FAIR LAKES"	11	513	536	1049	480	547	1027	432	611	1043
"VA"	2001	59845	51059	845	"FAIRFAX COUNTY"	"FOUNTAINHEAD"	11	739	939	1678	683	984	1667	583	1089	1672
"VA"	2001	59846	51059	846	"FAIRFAX COUNTY"	"GREENBRIAR EAST"	11	494	488	982	468	501	969	415	560	975
"VA"	2001	59847	51059	847	"FAIRFAX COUNTY"	"GREENBRIAR WEST"	11	485	550	1035	455	566	1021	385	632	1017
"VA"	2001	59849	51059	849	"FAIRFAX COUNTY"	"NEWGATE"	10	833	1243	2076	773	1287	2060	627	1435	2062
"VA"	2001	59850	51059	850	"FAIRFAX COUNTY"	"SOUTH RUN"	11	306	348	654	287	359	646	249	403	652
"VA"	2001	59851	51059	851	"FAIRFAX COUNTY"	"WILLOW SPRINGS"	10	640	713	1353	591	738	1329	528	816	1344
"VA"	2001	59901	51059	901	"FAIRFAX COUNTY"	"CENTRE RIDGE"	10	438	444	882	404	460	864	370	506	876
"VA"	2001	59902	51059	902	"FAIRFAX COUNTY"	"BROOKFIELD"	11	949	897	1846	887	917	1804	770	1056	1826
"VA"	2001	59903	51059	903	"FAIRFAX COUNTY"	"CUB RUN"	11	669	765	1434	620	796	1416	535	901	1436
"VA"	2001	59904	51059	904	"FAIRFAX COUNTY"	"DULLES"	11	272	367	639	259	365	624	212	429	641
"VA"	2001	59905	51059	905	"FAIRFAX COUNTY"	"FRANKLIN"	11	679	660	1339	624	694	1318	550	779	1329
"VA"	2001	59908	51059	908	"FAIRFAX COUNTY"	"KINROSS"	11	912	969	1881	857	998	1855	722	1154	1876
"VA"	2001	59910	51059	910	"FAIRFAX COUNTY"	"LONDON TOWNE EAST"	10	267	260	527	247	272	519	217	307	524
"VA"	2001	59911	51059	911	"FAIRFAX COUNTY"	"NAVY"	10	628	588	1216	577	621	1198	487	721	1208
"VA"	2001	59913	51059	913	"FAIRFAX COUNTY"	"ROCKY RUN"	10	799	900	1699	718	970	1688	627	1066	1693
"VA"	2001	59914	51059	914	"FAIRFAX COUNTY"	"VALE"	10	717	793	1510	665	823	1488	577	929	1506
"VA"	2001	59915	51059	915	"FAIRFAX COUNTY"	"VIRGINIA RUN"	10	475	571	1046	426	597	1023	353	688	1041
"VA"	2001	59916	51059	916	"FAIRFAX COUNTY"	"WAPLES MILL"	10	993	976	1969	930	1012	1942	799	1150	1949
"VA"	2001	59917	51059	917	"FAIRFAX COUNTY"	"STONE"	10	531	613	1144	504	629	1133	436	712	1148
"VA"	2001	59918	51059	918	"FAIRFAX COUNTY"	"CENTREVILLE"	10	568	586	1154	540	592	1132	483	667	1150
"VA"	2001	59919	51059	919	"FAIRFAX COUNTY"	"GREEN TRAILS"	10	696	710	1406	643	743	1386	560	830	1390
"VA"	2001	59920	51059	920	"FAIRFAX COUNTY"	"LEES CORNER EAST"	11	996	923	1919	923	960	1883	825	1081	1906
"VA"	2001	59921	51059	921	"FAIRFAX COUNTY"	"DEER PARK"	10	569	796	1365	522	825	1347	451	908	1359
"VA"	2001	59923	51059	923	"FAIRFAX COUNTY"	"BULL RUN"	11	375	510	885	320	552	872	266	614	880
"VA"	2001	59924	51059	924	"FAIRFAX COUNTY"	"LONDON TOWNE WEST"	10	480	357	837	463	348	811	430	395	825
"VA"	2001	59925	51059	925	"FAIRFAX COUNTY"	"OLD MILL"	11	412	406	818	379	426	805	326	487	813
"VA"	2001	61101	51061	101	"FAUQUIER COUNTY"	"KETTLE RUN"	10	186	328	514	183	325	508	137	371	508
"VA"	2001	61102	51061	102	"FAUQUIER COUNTY"	"CATLETT"	10	365	638	1003	329	662	991	273	719	992
"VA"	2001	61103	51061	103	"FAUQUIER COUNTY"	"CASANOVA"	10	243	294	537	216	303	519	181	343	524
"VA"	2001	61104	51061	104	"FAUQUIER COUNTY"	"LOIS"	10	117	293	410	116	291	407	88	323	411
"VA"	2001	61105	51061	105	"FAUQUIER COUNTY"	"OPAL"	10	130	260	390	116	266	382	87	294	381
"VA"	2001	61201	51061	201	"FAUQUIER COUNTY"	"COURTHOUSE"	11	444	489	933	411	509	920	342	585	927
"VA"	2001	61202	51061	202	"FAUQUIER COUNTY"	"AIRLIE"	10	343	513	856	325	518	843	248	604	852
"VA"	2001	61203	51061	203	"FAUQUIER COUNTY"	"BALDWIN RIDGE"	10	308	389	697	282	405	687	230	465	695
"VA"	2001	61204	51061	204	"FAUQUIER COUNTY"	"WARRENTON"	1	375	407	782	366	410	776	277	500	777
"VA"	2001	61301	51061	301	"FAUQUIER COUNTY"	"MORRISVILLE"	1	244	399	643	225	411	636	150	493	643
"VA"	2001	61302	51061	302	"FAUQUIER COUNTY"	"REMINGTON"	1	360	585	945	322	606	928	268	676	944
"VA"	2001	61303	51061	303	"FAUQUIER COUNTY"	"BEALETON"	1	248	383	631	216	409	625	177	449	626
"VA"	2001	61401	51061	401	"FAUQUIER COUNTY"	"MARSHALL"	1	509	620	1129	474	634	1108	394	731	1125
"VA"	2001	61402	51061	402	"FAUQUIER COUNTY"	"LEEDS"	10	553	478	1031	524	478	1002	429	510	939
"VA"	2001	61403	51061	403	"FAUQUIER COUNTY"	"WATERLOO"	10	752	951	1703	744	923	1667	541	1153	1694
"VA"	2001	61501	51061	501	"FAUQUIER COUNTY"	"THE PLAINS"	1	533	471	1004	545	437	982	390	602	992
"VA"	2001	61502	51061	502	"FAUQUIER COUNTY"	"NEW BALTIMORE"	10	626	1136	1762	590	1151	1741	451	1297	1748
"VA"	2001	61503	51061	503	"FAUQUIER COUNTY"	"BROAD RUN"	1	406	561	967	369	579	948	285	677	962
"VA"	2001	63101	51063	101	"FLOYD COUNTY"	"LOCUST GROVE"	1	471	409	880	408	404	812	315	531	846
"VA"	2001	63201	51063	201	"FLOYD COUNTY"	"LITTLE RIVER"	1	447	457	904	382	457	839	322	567	889
"VA"	2001	63301	51063	301	"FLOYD COUNTY"	"COURTHOUSE"	10	532	457	989	435	458	893	350	581	931
"VA"	2001	63401	51063	401	"FLOYD COUNTY"	"BURKS FORK"	10	357	474	831	302	468	770	236	572	808
"VA"	2001	63501	51063	501	"FLOYD COUNTY"	"INDIAN VALLEY"	1	286	534	820	243	516	759	193	594	787
"VA"	2001	65101	51065	101	"FLUVANNA COUNTY"	"PALMYRA"	10	357	347	704	302	368	670	241	467	708
"VA"	2001	65201	51065	201	"FLUVANNA COUNTY"	"COLUMBIA"	10	602	447	1049	551	458	1009	442	603	1045
"VA"	2001	65401	51065	401	"FLUVANNA COUNTY"	"CUNNINGHAM"	9	384	603	987	336	610	946	238	735	973
"VA"	2001	65501	51065	501	"FLUVANNA COUNTY"	"RIVANNA"	9	815	1166	1981	752	1175	1927	528	1454	1982
"VA"	2001	65502	51065	502	"FLUVANNA COUNTY"	"RIVANNA 2"	9	496	510	1006	452	508	960	327	675	1002
"VA"	2001	67102	51067	102	"FRANKLIN COUNTY"	"BURNT CHIMNEY"	9	453	530	983	391	558	949	274	691	965
"VA"	2001	67103	51067	103	"FRANKLIN COUNTY"	"SCRUGGS"	5	523	790	1313	452	830	1282	282	1014	1296
"VA"	2001	67201	51067	201	"FRANKLIN COUNTY"	"GLADE HILL"	5	467	303	770	389	329	718	263	475	738
"VA"	2001	67202	51067	202	"FRANKLIN COUNTY"	"PENHOOK"	5	283	370	653	230	402	632	151	492	643
"VA"	2001	67203	51067	203	"FRANKLIN COUNTY"	"HODGESVILLE"	5	105	72	177	107	62	169	79	101	180
"VA"	2001	67204	51067	204	"FRANKLIN COUNTY"	"DUDLEY"	5	184	195	379	155	209	364	117	255	372
"VA"	2001	67301	51067	301	"FRANKLIN COUNTY"	"SNOW CREEK"	5	225	161	386	190	179	369	123	243	366
"VA"	2001	67302	51067	302	"FRANKLIN COUNTY"	"FORK MOUNTAIN"	5	211	185	396	181	188	369	115	270	385
"VA"	2001	67303	51067	303	"FRANKLIN COUNTY"	"SONTAG"	5	396	178	574	361	185	546	271	279	550
"VA"	2001	67304	51067	304	"FRANKLIN COUNTY"	"DICKINSON"	5	225	100	325	192	104	296	153	150	303
"VA"	2001	67401	51067	401	"FRANKLIN COUNTY"	"HENRY"	5	231	305	536	194	310	504	144	369	513
"VA"	2001	67402	51067	402	"FRANKLIN COUNTY"	"FERRUM"	5	263	212	475	211	229	440	149	312	461
"VA"	2001	67403	51067	403	"FRANKLIN COUNTY"	"ENDICOTT"	5	172	210	382	150	206	356	108	262	370
"VA"	2001	67501	51067	501	"FRANKLIN COUNTY"	"WAIDSBORO"	5	225	207	432	187	224	411	108	313	421
"VA"	2001	67502	51067	502	"FRANKLIN COUNTY"	"CALLAWAY"	5	320	374	694	264	396	660	197	475	672
"VA"	2001	67503	51067	503	"FRANKLIN COUNTY"	"BOWMANS"	5	191	211	402	177	218	395	130	268	398
"VA"	2001	67504	51067	504	"FRANKLIN COUNTY"	"GOGGINSVILLE"	5	222	273	495	204	274	478	119	365	484
"VA"	2001	67601	51067	601	"FRANKLIN COUNTY"	"BOONES MILL"	5	441	417	858	382	443	825	270	564	834
"VA"	2001	67602	51067	602	"FRANKLIN COUNTY"	"BONBROOK"	5	309	359	668	298	356	654	209	461	670
"VA"	2001	67603	51067	603	"FRANKLIN COUNTY"	"COOPERS COVE"	5	278	301	579	225	325	550	170	398	568
"VA"	2001	67701	51067	701	"FRANKLIN COUNTY"	"ROCKY MOUNT EAST"	5	486	273	759	396	278	674	280	411	691
"VA"	2001	67702	51067	702	"FRANKLIN COUNTY"	"ROCKY MOUNT WEST"	5	445	271	716	375	291	666	248	426	674
"VA"	2001	67703	51067	703	"FRANKLIN COUNTY"	"ROCKY MOUNT SOUTH"	5	339	204	543	292	216	508	230	280	510
"VA"	2001	69101	51069	101	"FREDERICK COUNTY"	"RUSSELLS"	5	249	523	772	221	531	752	183	581	764
"VA"	2001	69102	51069	102	"FREDERICK COUNTY"	"GORE"	5	243	453	696	229	448	677	176	523	699
"VA"	2001	69103	51069	103	"FREDERICK COUNTY"	"KERNSTOWN"	5	389	538	927	319	583	902	250	673	923
"VA"	2001	69104	51069	104	"FREDERICK COUNTY"	"CEDAR CREEK"	5	224	296	520	162	342	504	132	376	508
"VA"	2001	69201	51069	201	"FREDERICK COUNTY"	"GAINESBOROUGH"	5	166	383	549	151	369	520	112	428	540
"VA"	2001	69202	51069	202	"FREDERICK COUNTY"	"ALBIN"	5	420	711	1131	362	720	1082	306	804	1110
"VA"	2001	69203	51069	203	"FREDERICK COUNTY"	"REDLAND"	5	354	598	952	305	614	919	254	692	946
"VA"	2001	69301	51069	301	"FREDERICK COUNTY"	"CLEAR BROOK"	10	295	394	689	223	412	635	182	477	659
"VA"	2001	69302	51069	302	"FREDERICK COUNTY"	"NEFFS TOWN"	10	340	454	794	299	461	760	234	544	778
"VA"	2001	69303	51069	303	"FREDERICK COUNTY"	"WHITE HALL"	10	527	710	1237	439	731	1170	333	865	1198
"VA"	2001	69401	51069	401	"FREDERICK COUNTY"	"CARPERS VALLEY"	10	281	462	743	242	480	722	201	528	729
"VA"	2001	69402	51069	402	"FREDERICK COUNTY"	"SHENANDOAH"	10	213	320	533	184	323	507	142	373	515
"VA"	2001	69403	51069	403	"FREDERICK COUNTY"	"PARKINS MILL"	10	571	921	1492	488	938	1426	394	1059	1453
"VA"	2001	69501	51069	501	"FREDERICK COUNTY"	"STEPHENS CITY"	10	243	422	665	212	438	650	157	498	655
"VA"	2001	69502	51069	502	"FREDERICK COUNTY"	"NEWTOWN"	10	347	536	883	307	551	858	217	650	867
"VA"	2001	69503	51069	503	"FREDERICK COUNTY"	"CANTERBURG"	10	361	514	875	314	531	845	254	607	861
"VA"	2001	69601	51069	601	"FREDERICK COUNTY"	"MILLBROOK"	10	326	469	795	252	508	760	210	575	785
"VA"	2001	69602	51069	602	"FREDERICK COUNTY"	"ASH HOLLOW"	10	343	494	837	289	511	800	230	591	821
"VA"	2001	69603	51069	603	"FREDERICK COUNTY"	"GREENWOOD"	10	363	535	898	312	559	871	247	642	889
"VA"	2001	71101	51071	101	"GILES COUNTY"	"GLEN LYN"		50	28	78	34	31	65	25	49	74
"VA"	2001	71102	51071	102	"GILES COUNTY"	"RICH CREEK"	10	182	174	356	149	163	312	106	216	322
"VA"	2001	71103	51071	103	"GILES COUNTY"	"NARROWS"	10	673	457	1130	601	419	1020	418	644	1062
"VA"	2001	71201	51071	201	"GILES COUNTY"	"PEARISBURG"	10	826	692	1518	692	672	1364	464	949	1413
"VA"	2001	71202	51071	202	"GILES COUNTY"	"STAFFORDSVILLE"	10	132	114	246	121	102	223	98	130	228
"VA"	2001	71203	51071	203	"GILES COUNTY"	"WHITE GATE"	10	77	73	150	51	77	128	44	96	140
"VA"	2001	71301	51071	301	"GILES COUNTY"	"EGGLESTON"	10	225	164	389	199	156	355	159	201	360
"VA"	2001	71302	51071	302	"GILES COUNTY"	"PEMBROKE"	9	563	319	882	481	306	787	348	475	823
"VA"	2001	71303	51071	303	"GILES COUNTY"	"NEWPORT"	9	343	255	598	293	262	555	223	352	575
"VA"	2001	73101	51073	101	"GLOUCESTER COUNTY"	"HARCUM"	9	254	328	582	243	322	565	173	406	579
"VA"	2001	73102	51073	102	"GLOUCESTER COUNTY"	"SALEM"	9	202	275	477	185	276	461	130	343	473
"VA"	2001	73103	51073	103	"GLOUCESTER COUNTY"	"BETHEL"	9	263	336	599	239	347	586	165	431	596
"VA"	2001	73201	51073	201	"GLOUCESTER COUNTY"	"COURTHOUSE"	9	447	459	906	386	481	867	285	614	899
"VA"	2001	73202	51073	202	"GLOUCESTER COUNTY"	"BOTETOURT"	9	434	488	922	380	527	907	298	621	919
"VA"	2001	73301	51073	301	"GLOUCESTER COUNTY"	"WHITE MARSH"	9	449	579	1028	394	617	1011	282	745	1027
"VA"	2001	73302	51073	302	"GLOUCESTER COUNTY"	"ROANES"	9	369	452	821	338	470	808	240	579	819
"VA"	2001	73401	51073	401	"GLOUCESTER COUNTY"	"HAYES"	1	502	647	1149	462	656	1118	325	816	1141
"VA"	2001	73402	51073	402	"GLOUCESTER COUNTY"	"SARAH'S CREEK"	1	298	351	649	262	366	628	180	465	645
"VA"	2001	73501	51073	501	"GLOUCESTER COUNTY"	"ACHILLES"	1	451	634	1085	391	667	1058	270	812	1082
"VA"	2001	73502	51073	502	"GLOUCESTER COUNTY"	"TIMBERNECK"	1	331	348	679	294	356	650	211	463	674
"VA"	2001	75101	51075	101	"GOOCHLAND COUNTY"	"FIFE"	1	229	187	416	228	181	409	173	238	411
