state	year	fips_pct	fips_cnty	precinct_code	county	precinct	cd	g2005_GOV_dv	g2005_GOV_rv	g2005_GOV_tv	g2005_LTG_dv	g2005_LTG_rv	g2005_LTG_tv	g2005_ATG_dv	g2005_ATG_rv	g2005_ATG_tv
"VA"	2005	59525	51059	525	"FAIRFAX COUNTY"	"WALNUT HILL #1"	8	201	141	342	216	118	334	214	125	339
"VA"	2005	59526	51059	526	"FAIRFAX COUNTY"	"BREN MAR"	8	663	270	933	640	298	938	628	301	929
"VA"	2005	59527	51059	527	"FAIRFAX COUNTY"	"EDSALL"	8	356	239	595	355	236	591	351	245	596
"VA"	2005	59528	51059	528	"FAIRFAX COUNTY"	"RIDGELEA"	11	348	261	609	336	282	618	331	282	613
"VA"	2005	59529	51059	529	"FAIRFAX COUNTY"	"GLEN FOREST #2"	8	368	188	556	371	184	555	355	192	547
"VA"	2005	59530	51059	530	"FAIRFAX COUNTY"	"HOLMES #2"	11	409	174	583	412	175	587	398	189	587
"VA"	2005	59531	51059	531	"FAIRFAX COUNTY"	"LEEWOOD"	11	236	123	359	229	127	356	223	136	359
"VA"	2005	59601	51059	601	"FAIRFAX COUNTY"	"BELLE HAVEN"	8	614	419	1033	581	454	1035	577	454	1031
"VA"	2005	59602	51059	602	"FAIRFAX COUNTY"	"BELLEVIEW"	8	713	316	1029	698	334	1032	701	326	1027
"VA"	2005	59604	51059	604	"FAIRFAX COUNTY"	"BUCKNELL"	8	816	337	1153	817	340	1157	790	370	1160
"VA"	2005	59605	51059	605	"FAIRFAX COUNTY"	"FORT HUNT"	11	658	511	1169	622	555	1177	611	565	1176
"VA"	2005	59606	51059	606	"FAIRFAX COUNTY"	"HOLLIN HALL"	8	631	377	1008	619	396	1015	625	393	1018
"VA"	2005	59607	51059	607	"FAIRFAX COUNTY"	"HUNTINGTON"	8	955	417	1372	926	454	1380	913	460	1373
"VA"	2005	59608	51059	608	"FAIRFAX COUNTY"	"KIRKSIDE"	8	775	274	1049	771	282	1053	758	289	1047
"VA"	2005	59609	51059	609	"FAIRFAX COUNTY"	"MARLAN"	8	611	436	1047	598	447	1045	592	459	1051
"VA"	2005	59610	51059	610	"FAIRFAX COUNTY"	"SHERWOOD"	8	743	444	1187	731	459	1190	713	478	1191
"VA"	2005	59611	51059	611	"FAIRFAX COUNTY"	"STRATFORD"	11	1088	746	1834	1052	812	1864	1022	829	1851
"VA"	2005	59612	51059	612	"FAIRFAX COUNTY"	"WAYNEWOOD"	11	451	344	795	445	353	798	425	371	796
"VA"	2005	59613	51059	613	"FAIRFAX COUNTY"	"WESTGATE"	11	770	920	1690	742	956	1698	731	963	1694
"VA"	2005	59614	51059	614	"FAIRFAX COUNTY"	"WHITMAN"	11	603	531	1134	596	552	1148	548	598	1146
"VA"	2005	59615	51059	615	"FAIRFAX COUNTY"	"WOODLEY"	11	614	513	1127	612	527	1139	580	558	1138
"VA"	2005	59616	51059	616	"FAIRFAX COUNTY"	"GUNSTON"	11	531	484	1015	519	500	1019	519	499	1018
"VA"	2005	59617	51059	617	"FAIRFAX COUNTY"	"LORTON"	11	1035	667	1702	991	695	1686	933	752	1685
"VA"	2005	59618	51059	618	"FAIRFAX COUNTY"	"NEWINGTON"	11	1013	722	1735	1014	729	1743	970	771	1741
"VA"	2005	59619	51059	619	"FAIRFAX COUNTY"	"BELVOIR"	8	501	301	802	497	300	797	466	326	792
"VA"	2005	59621	51059	621	"FAIRFAX COUNTY"	"GROSVENOR"	8	297	103	400	295	109	404	294	109	403
"VA"	2005	59622	51059	622	"FAIRFAX COUNTY"	"LORTON STATION"	11	550	258	808	541	260	801	515	290	805
"VA"	2005	59623	51059	623	"FAIRFAX COUNTY"	"ALBAN"	11	232	193	425	243	187	430	229	200	429
"VA"	2005	59624	51059	624	"FAIRFAX COUNTY"	"HUNT"	11	884	738	1622	864	768	1632	831	784	1615
"VA"	2005	59625	51059	625	"FAIRFAX COUNTY"	"LORTON CENTER"	11	317	278	595	306	291	597	296	295	591
"VA"	2005	59626	51059	626	"FAIRFAX COUNTY"	"SARATOGA"	11	1132	799	1931	1102	837	1939	1052	881	1933
"VA"	2005	59627	51059	627	"FAIRFAX COUNTY"	"WOODLAWN"	8	843	337	1180	839	331	1170	798	365	1163
"VA"	2005	59701	51059	701	"FAIRFAX COUNTY"	"BLAKE"	11	851	404	1255	798	446	1244	795	451	1246
"VA"	2005	59703	51059	703	"FAIRFAX COUNTY"	"FORT BUFFALO"	8	462	207	669	435	211	646	420	223	643
"VA"	2005	59704	51059	704	"FAIRFAX COUNTY"	"FREEDOM HILL"	11	531	337	868	500	358	858	496	364	860
"VA"	2005	59705	51059	705	"FAIRFAX COUNTY"	"GRAHAM"	8	311	132	443	319	122	441	309	134	443
"VA"	2005	59706	51059	706	"FAIRFAX COUNTY"	"GREENWAY"	8	516	240	756	521	238	759	491	265	756
"VA"	2005	59707	51059	707	"FAIRFAX COUNTY"	"MANTUA"	11	744	426	1170	729	439	1168	694	472	1166
"VA"	2005	59708	51059	708	"FAIRFAX COUNTY"	"MARSHALL"	8	1187	498	1685	1140	547	1687	1133	555	1688
"VA"	2005	59709	51059	709	"FAIRFAX COUNTY"	"MOSBY"	11	1042	475	1517	1004	511	1515	999	530	1529
"VA"	2005	59710	51059	710	"FAIRFAX COUNTY"	"PINE SPRING"	8	644	265	909	643	268	911	618	288	906
"VA"	2005	59711	51059	711	"FAIRFAX COUNTY"	"PRICE"	11	594	338	932	564	363	927	564	363	927
"VA"	2005	59712	51059	712	"FAIRFAX COUNTY"	"SHREVE"	8	476	249	725	471	258	729	462	268	730
"VA"	2005	59713	51059	713	"FAIRFAX COUNTY"	"TIMBER LANE"	8	700	293	993	679	302	981	645	337	982
"VA"	2005	59714	51059	714	"FAIRFAX COUNTY"	"WALKER"	11	728	412	1140	725	418	1143	716	426	1142
"VA"	2005	59717	51059	717	"FAIRFAX COUNTY"	"WOODBURN"	8	557	236	793	552	252	804	541	262	803
"VA"	2005	59718	51059	718	"FAIRFAX COUNTY"	"PINE RIDGE"	11	561	308	869	565	303	868	534	336	870
"VA"	2005	59719	51059	719	"FAIRFAX COUNTY"	"STENWOOD"	11	319	204	523	317	202	519	302	214	516
"VA"	2005	59720	51059	720	"FAIRFAX COUNTY"	"THOREAU"	11	537	293	830	524	320	844	517	330	847
"VA"	2005	59721	51059	721	"FAIRFAX COUNTY"	"MERRIFIELD"	11	572	243	815	565	252	817	548	266	814
"VA"	2005	59726	51059	726	"FAIRFAX COUNTY"	"MAGARITY"	8	765	386	1151	740	396	1136	719	413	1132
"VA"	2005	59727	51059	727	"FAIRFAX COUNTY"	"OAKTON"	11	703	536	1239	655	582	1237	650	585	1235
"VA"	2005	59728	51059	728	"FAIRFAX COUNTY"	"WALNUT HILL #2"	8	253	131	384	251	139	390	237	147	384
"VA"	2005	59729	51059	729	"FAIRFAX COUNTY"	"NOTTOWAY"	11	1217	715	1932	1147	793	1940	1133	803	1936
"VA"	2005	59730	51059	730	"FAIRFAX COUNTY"	"PENDERBROOK"	11	612	399	1011	588	429	1017	574	434	1008
"VA"	2005	59731	51059	731	"FAIRFAX COUNTY"	"TYSONS"	8	462	297	759	447	314	761	429	322	751
"VA"	2005	59732	51059	732	"FAIRFAX COUNTY"	"OAK MARR"	11	831	588	1419	777	654	1431	760	673	1433
"VA"	2005	59733	51059	733	"FAIRFAX COUNTY"	"KILMER"	11	885	420	1305	850	467	1317	863	457	1320
"VA"	2005	59801	51059	801	"FAIRFAX COUNTY"	"BURKE"	11	918	608	1526	900	634	1534	874	654	1528
"VA"	2005	59803	51059	803	"FAIRFAX COUNTY"	"CLIFTON"	11	892	1018	1910	841	1077	1918	860	1060	1920
"VA"	2005	59805	51059	805	"FAIRFAX COUNTY"	"FAIRFAX STATION"	11	851	763	1614	785	852	1637	756	865	1621
"VA"	2005	59811	51059	811	"FAIRFAX COUNTY"	"POHICK"	11	909	686	1595	888	716	1604	849	744	1593
"VA"	2005	59812	51059	812	"FAIRFAX COUNTY"	"VALLEY"	11	704	569	1273	689	584	1273	678	595	1273
"VA"	2005	59815	51059	815	"FAIRFAX COUNTY"	"WOODYARD"	11	611	523	1134	577	569	1146	552	584	1136
"VA"	2005	59824	51059	824	"FAIRFAX COUNTY"	"ORANGE"	11	1046	857	1903	1000	916	1916	919	995	1914
"VA"	2005	59825	51059	825	"FAIRFAX COUNTY"	"CHERRY RUN"	11	734	569	1303	717	588	1305	664	635	1299
"VA"	2005	59827	51059	827	"FAIRFAX COUNTY"	"IRVING"	11	764	579	1343	709	638	1347	712	640	1352
"VA"	2005	59833	51059	833	"FAIRFAX COUNTY"	"WHITE OAKS"	11	661	510	1171	666	510	1176	633	538	1171
"VA"	2005	59838	51059	838	"FAIRFAX COUNTY"	"SANGSTER"	11	585	506	1091	555	544	1099	528	563	1091
"VA"	2005	59839	51059	839	"FAIRFAX COUNTY"	"SILVERBROOK"	11	827	717	1544	797	759	1556	754	795	1549
"VA"	2005	59840	51059	840	"FAIRFAX COUNTY"	"WEST SPRINGFIELD"	11	722	589	1311	705	606	1311	670	637	1307
"VA"	2005	59841	51059	841	"FAIRFAX COUNTY"	"POPES HEAD"	11	676	837	1513	635	896	1531	641	876	1517
"VA"	2005	59842	51059	842	"FAIRFAX COUNTY"	"PARKWAY"	11	567	452	1019	550	477	1027	520	500	1020
"VA"	2005	59843	51059	843	"FAIRFAX COUNTY"	"FAIR LAKES"	10	575	463	1038	557	483	1040	536	500	1036
"VA"	2005	59845	51059	845	"FAIRFAX COUNTY"	"FOUNTAINHEAD"	11	844	867	1711	792	927	1719	748	966	1714
"VA"	2005	59846	51059	846	"FAIRFAX COUNTY"	"GREENBRIAR EAST"	10	599	436	1035	594	445	1039	566	464	1030
"VA"	2005	59847	51059	847	"FAIRFAX COUNTY"	"GREENBRIAR WEST"	10	531	457	988	509	490	999	476	515	991
"VA"	2005	59849	51059	849	"FAIRFAX COUNTY"	"NEWGATE"	11	941	1011	1952	887	1084	1971	854	1112	1966
"VA"	2005	59850	51059	850	"FAIRFAX COUNTY"	"SOUTH RUN"	11	347	311	658	335	323	658	303	357	660
"VA"	2005	59851	51059	851	"FAIRFAX COUNTY"	"WILLOW SPRINGS"	11	786	628	1414	732	692	1424	740	689	1429
"VA"	2005	59852	51059	852	"FAIRFAX COUNTY"	"MONUMENT"	11	711	407	1118	707	415	1122	683	440	1123
"VA"	2005	59901	51059	901	"FAIRFAX COUNTY"	"CENTRE RIDGE"	10	484	358	842	474	369	843	451	393	844
"VA"	2005	59902	51059	902	"FAIRFAX COUNTY"	"BROOKFIELD"	10	710	518	1228	715	520	1235	664	563	1227
"VA"	2005	59903	51059	903	"FAIRFAX COUNTY"	"CUB RUN"	10	759	692	1451	735	735	1470	712	758	1470
"VA"	2005	59904	51059	904	"FAIRFAX COUNTY"	"DULLES"	10	312	339	651	307	357	664	292	371	663
"VA"	2005	59905	51059	905	"FAIRFAX COUNTY"	"FRANKLIN"	10	780	547	1327	736	595	1331	700	632	1332
"VA"	2005	59908	51059	908	"FAIRFAX COUNTY"	"KINROSS"	10	1109	851	1960	1062	902	1964	1047	915	1962
"VA"	2005	59910	51059	910	"FAIRFAX COUNTY"	"LONDON TOWNE EAST"	10	276	190	466	262	202	464	266	201	467
"VA"	2005	59911	51059	911	"FAIRFAX COUNTY"	"NAVY"	10	699	543	1242	661	578	1239	634	605	1239
"VA"	2005	59913	51059	913	"FAIRFAX COUNTY"	"ROCKY RUN"	10	838	779	1617	806	812	1618	755	854	1609
"VA"	2005	59914	51059	914	"FAIRFAX COUNTY"	"VALE"	11	814	677	1491	788	724	1512	786	718	1504
"VA"	2005	59915	51059	915	"FAIRFAX COUNTY"	"VIRGINIA RUN"	10	541	556	1097	524	579	1103	499	600	1099
"VA"	2005	59916	51059	916	"FAIRFAX COUNTY"	"WAPLES MILL"	11	1154	886	2040	1087	961	2048	1070	967	2037
"VA"	2005	59917	51059	917	"FAIRFAX COUNTY"	"STONE"	10	656	482	1138	644	499	1143	613	531	1144
"VA"	2005	59918	51059	918	"FAIRFAX COUNTY"	"CENTREVILLE"	11	697	462	1159	678	499	1177	644	531	1175
"VA"	2005	59919	51059	919	"FAIRFAX COUNTY"	"GREEN TRAILS"	11	780	573	1353	769	594	1363	728	633	1361
"VA"	2005	59921	51059	921	"FAIRFAX COUNTY"	"DEER PARK"	10	628	710	1338	606	742	1348	584	759	1343
"VA"	2005	59923	51059	923	"FAIRFAX COUNTY"	"BULL RUN"	10	430	493	923	396	537	933	372	559	931
"VA"	2005	59924	51059	924	"FAIRFAX COUNTY"	"LONDON TOWNE WEST"	10	442	216	658	427	233	660	420	241	661
"VA"	2005	59925	51059	925	"FAIRFAX COUNTY"	"OLD MILL"	10	371	291	662	359	302	661	341	320	661
"VA"	2005	59926	51059	926	"FAIRFAX COUNTY"	"POWELL"	11	465	295	760	451	314	765	446	322	768
"VA"	2005	59927	51059	927	"FAIRFAX COUNTY"	"LEES CORNER WEST"	10	762	578	1340	735	609	1344	719	622	1341
"VA"	2005	59928	51059	928	"FAIRFAX COUNTY"	"POPLAR TREE"	10	593	551	1144	561	581	1142	529	610	1139
"VA"	2005	59999	51059	920	"FAIRFAX COUNTY"	"LEES CORNER EAST"	10	468	332	800	440	367	807	430	371	801
"VA"	2005	61101	51061	101	"FAUQUIER COUNTY"	"KETTLE RUN"	1	250	379	629	238	400	638	243	397	640
"VA"	2005	61102	51061	102	"FAUQUIER COUNTY"	"CATLETT"	1	349	632	981	343	657	1000	353	654	1007
"VA"	2005	61103	51061	103	"FAUQUIER COUNTY"	"CASANOVA"	1	303	291	594	285	323	608	291	311	602
"VA"	2005	61104	51061	104	"FAUQUIER COUNTY"	"LOIS"	1	145	287	432	140	297	437	138	299	437
"VA"	2005	61105	51061	105	"FAUQUIER COUNTY"	"OPAL"	1	148	294	442	138	308	446	144	302	446
"VA"	2005	61201	51061	201	"FAUQUIER COUNTY"	"COURTHOUSE"	10	535	531	1066	503	574	1077	496	581	1077
"VA"	2005	61202	51061	202	"FAUQUIER COUNTY"	"AIRLIE"	10	340	443	783	320	487	807	333	474	807
"VA"	2005	61203	51061	203	"FAUQUIER COUNTY"	"BALDWIN RIDGE"	1	367	487	854	358	527	885	348	535	883
"VA"	2005	61204	51061	204	"FAUQUIER COUNTY"	"WARRENTON"	10	492	429	921	474	471	945	474	470	944
"VA"	2005	61301	51061	301	"FAUQUIER COUNTY"	"MORRISVILLE"	1	255	416	671	251	437	688	259	426	685
"VA"	2005	61302	51061	302	"FAUQUIER COUNTY"	"REMINGTON"	1	398	600	998	394	623	1017	379	637	1016
"VA"	2005	61303	51061	303	"FAUQUIER COUNTY"	"BEALETON"	1	325	428	753	300	459	759	311	447	758
"VA"	2005	61401	51061	401	"FAUQUIER COUNTY"	"MARSHALL"	10	492	588	1080	484	634	1118	492	621	1113
"VA"	2005	61402	51061	402	"FAUQUIER COUNTY"	"LEEDS"	10	586	443	1029	557	488	1045	581	465	1046
"VA"	2005	61403	51061	403	"FAUQUIER COUNTY"	"WATERLOO"	1	825	936	1761	757	1032	1789	831	953	1784
"VA"	2005	61501	51061	501	"FAUQUIER COUNTY"	"THE PLAINS"	10	539	392	931	513	441	954	541	412	953
"VA"	2005	61502	51061	502	"FAUQUIER COUNTY"	"NEW BALTIMORE"	10	711	1069	1780	656	1150	1806	672	1129	1801
"VA"	2005	61503	51061	503	"FAUQUIER COUNTY"	"BROAD RUN"	10	376	500	876	363	549	912	380	532	912
"VA"	2005	63101	51063	101	"FLOYD COUNTY"	"LOCUST GROVE"	9	421	427	848	405	453	858	442	419	861
"VA"	2005	63201	51063	201	"FLOYD COUNTY"	"LITTLE RIVER"	9	458	469	927	427	499	926	456	463	919
"VA"	2005	63301	51063	301	"FLOYD COUNTY"	"COURTHOUSE"	9	467	466	933	429	485	914	461	461	922
"VA"	2005	63401	51063	401	"FLOYD COUNTY"	"BURKS FORK"	9	333	478	811	325	490	815	340	470	810
"VA"	2005	63501	51063	501	"FLOYD COUNTY"	"INDIAN VALLEY"	9	280	484	764	257	511	768	281	488	769
"VA"	2005	65101	51065	101	"FLUVANNA COUNTY"	"PALMYRA"	5	360	313	673	348	339	687	338	353	691
"VA"	2005	65201	51065	201	"FLUVANNA COUNTY"	"COLUMBIA"	5	589	458	1047	550	492	1042	534	510	1044
"VA"	2005	65401	51065	401	"FLUVANNA COUNTY"	"CUNNINGHAM"	5	385	598	983	369	603	972	371	615	986
"VA"	2005	65501	51065	501	"FLUVANNA COUNTY"	"RIVANNA"	5	934	984	1918	850	1074	1924	813	1122	1935
"VA"	2005	65502	51065	502	"FLUVANNA COUNTY"	"RIVANNA 2"	5	705	611	1316	654	665	1319	646	679	1325
"VA"	2005	67102	51067	102	"FRANKLIN COUNTY"	"BURNT CHIMNEY"	5	496	672	1168	439	752	1191	479	718	1197
"VA"	2005	67103	51067	103	"FRANKLIN COUNTY"	"SCRUGGS"	5	647	939	1586	558	1030	1588	591	1016	1607
"VA"	2005	67201	51067	201	"FRANKLIN COUNTY"	"GLADE HILL"	5	422	434	856	389	476	865	419	445	864
"VA"	2005	67202	51067	202	"FRANKLIN COUNTY"	"PENHOOK"	5	287	441	728	266	465	731	272	463	735
"VA"	2005	67203	51067	203	"FRANKLIN COUNTY"	"HODGESVILLE"	5	93	75	168	80	86	166	95	106	201
"VA"	2005	67204	51067	204	"FRANKLIN COUNTY"	"DUDLEY"	5	197	235	432	161	269	430	170	264	434
"VA"	2005	67301	51067	301	"FRANKLIN COUNTY"	"SNOW CREEK"	5	219	219	438	192	230	422	203	225	428
"VA"	2005	67302	51067	302	"FRANKLIN COUNTY"	"FORK MOUNTAIN"	5	216	241	457	178	273	451	217	243	460
"VA"	2005	67303	51067	303	"FRANKLIN COUNTY"	"SONTAG"	5	397	274	671	346	303	649	365	280	645
"VA"	2005	67304	51067	304	"FRANKLIN COUNTY"	"DICKINSON"	5	204	155	359	181	155	336	199	137	336
"VA"	2005	67401	51067	401	"FRANKLIN COUNTY"	"HENRY"	5	222	332	554	191	361	552	242	312	554
"VA"	2005	67402	51067	402	"FRANKLIN COUNTY"	"FERRUM"	5	200	274	474	191	274	465	199	270	469
"VA"	2005	67403	51067	403	"FRANKLIN COUNTY"	"ENDICOTT"	5	184	257	441	181	256	437	193	247	440
"VA"	2005	67501	51067	501	"FRANKLIN COUNTY"	"WAIDSBORO"	5	180	223	403	155	237	392	178	219	397
"VA"	2005	67502	51067	502	"FRANKLIN COUNTY"	"CALLAWAY"	5	324	421	745	285	444	729	314	428	742
"VA"	2005	67503	51067	503	"FRANKLIN COUNTY"	"BOWMANS"	5	196	227	423	177	244	421	206	216	422
"VA"	2005	67504	51067	504	"FRANKLIN COUNTY"	"GOGGINSVILLE"	5	250	329	579	223	343	566	242	333	575
"VA"	2005	67601	51067	601	"FRANKLIN COUNTY"	"BOONES MILL"	5	392	472	864	344	506	850	383	470	853
"VA"	2005	67602	51067	602	"FRANKLIN COUNTY"	"BONBROOK"	5	321	381	702	295	415	710	319	388	707
"VA"	2005	67603	51067	603	"FRANKLIN COUNTY"	"COOPERS COVE"	5	224	332	556	221	338	559	225	330	555
"VA"	2005	67701	51067	701	"FRANKLIN COUNTY"	"ROCKY MOUNT EAST"	5	395	348	743	328	364	692	354	357	711
"VA"	2005	67702	51067	702	"FRANKLIN COUNTY"	"ROCKY MOUNT WEST"	5	404	313	717	343	337	680	384	306	690
"VA"	2005	67703	51067	703	"FRANKLIN COUNTY"	"ROCKY MOUNT SOUTH"	5	303	254	557	257	270	527	280	261	541
"VA"	2005	69101	51069	101	"FREDERICK COUNTY"	"RUSSELLS"	10	232	536	768	245	554	799	257	546	803
"VA"	2005	69102	51069	102	"FREDERICK COUNTY"	"GORE"	10	230	466	696	264	467	731	268	468	736
"VA"	2005	69103	51069	103	"FREDERICK COUNTY"	"KERNSTOWN"	10	363	628	991	362	687	1049	388	663	1051
"VA"	2005	69104	51069	104	"FREDERICK COUNTY"	"CEDAR CREEK"	10	181	307	488	190	329	519	200	316	516
"VA"	2005	69201	51069	201	"FREDERICK COUNTY"	"GAINESBOROUGH"	10	138	375	513	147	379	526	154	377	531
"VA"	2005	69202	51069	202	"FREDERICK COUNTY"	"ALBIN"	10	396	738	1134	420	758	1178	430	759	1189
"VA"	2005	69203	51069	203	"FREDERICK COUNTY"	"REDLAND"	10	322	631	953	326	664	990	341	654	995
"VA"	2005	69301	51069	301	"FREDERICK COUNTY"	"CLEAR BROOK"	10	193	377	570	195	406	601	210	392	602
"VA"	2005	69302	51069	302	"FREDERICK COUNTY"	"NEFFS TOWN"	10	251	459	710	246	483	729	239	500	739
"VA"	2005	69303	51069	303	"FREDERICK COUNTY"	"WHITE HALL"	10	468	792	1260	459	839	1298	451	852	1303
"VA"	2005	69401	51069	401	"FREDERICK COUNTY"	"CARPERS VALLEY"	10	356	589	945	366	623	989	359	632	991
"VA"	2005	69402	51069	402	"FREDERICK COUNTY"	"SHENANDOAH"	10	185	364	549	195	375	570	186	383	569
"VA"	2005	69403	51069	403	"FREDERICK COUNTY"	"PARKINS MILL"	10	662	1088	1750	661	1168	1829	637	1202	1839
"VA"	2005	69501	51069	501	"FREDERICK COUNTY"	"STEPHENS CITY"	10	295	471	766	309	507	816	313	504	817
"VA"	2005	69502	51069	502	"FREDERICK COUNTY"	"NEWTOWN"	10	302	537	839	305	556	861	314	551	865
"VA"	2005	69503	51069	503	"FREDERICK COUNTY"	"CANTERBURG"	10	287	511	798	295	535	830	303	522	825
"VA"	2005	69601	51069	601	"FREDERICK COUNTY"	"MILLBROOK"	10	266	431	697	250	466	716	267	445	712
"VA"	2005	69602	51069	602	"FREDERICK COUNTY"	"ASH HOLLOW"	10	292	469	761	292	508	800	292	506	798
"VA"	2005	69603	51069	603	"FREDERICK COUNTY"	"GREENWOOD"	10	400	665	1065	405	703	1108	399	696	1095
"VA"	2005	71101	51071	101	"GILES COUNTY"	"GLEN LYN"	9	34	45	79	31	44	75	29	45	74
"VA"	2005	71102	51071	102	"GILES COUNTY"	"RICH CREEK"	9	149	168	317	133	166	299	122	176	298
"VA"	2005	71103	51071	103	"GILES COUNTY"	"NARROWS"	9	494	458	952	455	483	938	476	465	941
"VA"	2005	71201	51071	201	"GILES COUNTY"	"PEARISBURG"	9	638	714	1352	591	734	1325	604	727	1331
"VA"	2005	71202	51071	202	"GILES COUNTY"	"STAFFORDSVILLE"	9	119	133	252	113	140	253	120	133	253
"VA"	2005	71203	51071	203	"GILES COUNTY"	"WHITE GATE"	9	49	96	145	49	96	145	53	93	146
"VA"	2005	71301	51071	301	"GILES COUNTY"	"EGGLESTON"	9	190	175	365	183	183	366	192	172	364
"VA"	2005	71302	51071	302	"GILES COUNTY"	"PEMBROKE"	9	505	396	901	460	431	891	496	395	891
"VA"	2005	71303	51071	303	"GILES COUNTY"	"NEWPORT"	9	313	252	565	291	279	570	315	254	569
"VA"	2005	73101	51073	101	"GLOUCESTER COUNTY"	"HARCUM"	1	225	407	632	208	439	647	242	404	646
"VA"	2005	73102	51073	102	"GLOUCESTER COUNTY"	"SALEM"	1	221	304	525	211	333	544	210	333	543
"VA"	2005	73103	51073	103	"GLOUCESTER COUNTY"	"BETHEL"	1	220	377	597	215	383	598	226	376	602
"VA"	2005	73201	51073	201	"GLOUCESTER COUNTY"	"COURTHOUSE"	1	455	521	976	411	587	998	436	559	995
"VA"	2005	73202	51073	202	"GLOUCESTER COUNTY"	"BOTETOURT"	1	410	600	1010	365	674	1039	408	630	1038
"VA"	2005	73301	51073	301	"GLOUCESTER COUNTY"	"WHITE MARSH"	1	464	685	1149	439	738	1177	473	708	1181
"VA"	2005	73302	51073	302	"GLOUCESTER COUNTY"	"ROANES"	1	384	485	869	352	529	881	372	509	881
"VA"	2005	73401	51073	401	"GLOUCESTER COUNTY"	"HAYES"	1	504	665	1169	481	714	1195	496	702	1198
"VA"	2005	73402	51073	402	"GLOUCESTER COUNTY"	"SARAH'S CREEK"	1	300	371	671	277	411	688	269	416	685
"VA"	2005	73501	51073	501	"GLOUCESTER COUNTY"	"ACHILLES"	1	404	706	1110	373	766	1139	377	766	1143
"VA"	2005	73502	51073	502	"GLOUCESTER COUNTY"	"TIMBERNECK"	1	269	422	691	271	434	705	268	439	707
"VA"	2005	75101	51075	101	"GOOCHLAND COUNTY"	"FIFE"	7	253	254	507	231	274	505	245	257	502
"VA"	2005	75102	51075	102	"GOOCHLAND COUNTY"	"HADENSVILLE"	7	351	363	714	330	399	729	328	393	721
"VA"	2005	75201	51075	201	"GOOCHLAND COUNTY"	"THREE SQUARE"	7	174	121	295	152	128	280	156	124	280
"VA"	2005	75202	51075	202	"GOOCHLAND COUNTY"	"SANDY HOOK"	7	589	605	1194	552	645	1197	562	629	1191
"VA"	2005	75301	51075	301	"GOOCHLAND COUNTY"	"GOOCHLAND COURT HOUSE"	7	460	573	1033	429	610	1039	426	618	1044
"VA"	2005	75401	51075	401	"GOOCHLAND COUNTY"	"CROZIER"	7	101	135	236	86	156	242	90	151	241
"VA"	2005	75402	51075	402	"GOOCHLAND COUNTY"	"CENTERVILLE"	7	496	843	1339	447	898	1345	449	890	1339
"VA"	2005	75501	51075	501	"GOOCHLAND COUNTY"	"MANAKIN"	7	754	1271	2025	610	1426	2036	657	1380	2037
"VA"	2005	77101	51077	101	"GRAYSON COUNTY"	"BRIDLE CREEK"	9	92	101	193	92	101	193	91	100	191
"VA"	2005	77102	51077	102	"GRAYSON COUNTY"	"FLATRIDGE"	9	56	85	141	52	84	136	66	68	134
"VA"	2005	77103	51077	103	"GRAYSON COUNTY"	"GRANT"	9	99	126	225	89	130	219	97	119	216
"VA"	2005	77104	51077	104	"GRAYSON COUNTY"	"MOUTH OF WILSON"	9	68	90	158	62	88	150	66	86	152
"VA"	2005	77105	51077	105	"GRAYSON COUNTY"	"MOUNT ROGERS"	9	48	111	159	43	112	155	47	103	150
"VA"	2005	77106	51077	106	"GRAYSON COUNTY"	"RUGBY"	9	57	100	157	50	100	150	56	96	152
"VA"	2005	77107	51077	107	"GRAYSON COUNTY"	"TROUTDALE"	9	33	61	94	36	62	98	37	60	97
"VA"	2005	77201	51077	201	"GRAYSON COUNTY"	"COMERS ROCK"	9	79	110	189	78	112	190	89	104	193
"VA"	2005	77202	51077	202	"GRAYSON COUNTY"	"ELK CREEK"	9	117	180	297	111	183	294	127	163	290
"VA"	2005	77203	51077	203	"GRAYSON COUNTY"	"INDEPENDENCE"	9	428	534	962	401	528	929	422	507	929
"VA"	2005	77301	51077	301	"GRAYSON COUNTY"	"BAYWOOD"	9	173	248	421	174	242	416	193	222	415
"VA"	2005	77302	51077	302	"GRAYSON COUNTY"	"FAIRVIEW"	9	257	396	653	232	414	646	259	393	652
"VA"	2005	77401	51077	401	"GRAYSON COUNTY"	"FRIES"	9	134	131	265	126	136	262	136	127	263
"VA"	2005	77402	51077	402	"GRAYSON COUNTY"	"PROVIDENCE"	9	159	340	499	156	322	478	153	326	479
"VA"	2005	77403	51077	403	"GRAYSON COUNTY"	"OLDTOWN"	9	75	97	172	73	95	168	79	89	168
"VA"	2005	79101	51079	101	"GREENE COUNTY"	"DYKE"	5	191	279	470	178	282	460	180	278	458
"VA"	2005	79102	51079	102	"GREENE COUNTY"	"SWIFT RUN"	5	331	478	809	309	489	798	295	509	804
"VA"	2005	79201	51079	201	"GREENE COUNTY"	"RUCKERSVILLE"	5	689	876	1565	632	951	1583	612	977	1589
"VA"	2005	79301	51079	301	"GREENE COUNTY"	"STANARDSVILLE"	5	635	893	1528	590	900	1490	547	961	1508
"VA"	2005	81101	51081	101	"GREENSVILLE COUNTY"	"PRECINCT 1-A"	4	217	169	386	206	166	372	220	160	380
